Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Indonesia,IDN,2015,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q1_urb,23.8765354156494
Indonesia,IDN,2019,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q2_preT_tot,4.46696805953979
Indonesia,IDN,2018,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q2_preT_tot,4.0878005027771
Indonesia,IDN,2017,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q2_preT_tot,3.61884927749634
Indonesia,IDN,2015,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q2_preT_tot,14.9970455169678
Indonesia,IDN,2019,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q2_rur,5.09614562988281
Indonesia,IDN,2018,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q2_rur,4.68320083618164
Indonesia,IDN,2017,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q2_rur,4.12243890762329
Indonesia,IDN,2015,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q2_rur,20.7492275238037
Indonesia,IDN,2011,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q2_rur,32.4984245300293
Indonesia,IDN,2019,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor,per_allsp.adq_q2_tot,5.04487228393555
Indonesia,IDN,2018,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor,per_allsp.adq_q2_tot,4.26399850845337
Indonesia,IDN,2017,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor,per_allsp.adq_q2_tot,3.76461315155029
Indonesia,IDN,2015,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor,per_allsp.adq_q2_tot,18.0352668762207
Indonesia,IDN,2019,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q2_urb,4.51586008071899
Indonesia,IDN,2018,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q2_urb,3.78907179832459
Indonesia,IDN,2017,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q2_urb,3.4806809425354
Indonesia,IDN,2015,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q2_urb,14.5039577484131
Indonesia,IDN,2019,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q3_preT_tot,3.52282691001892
Indonesia,IDN,2018,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q3_preT_tot,3.0071964263916
Indonesia,IDN,2017,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q3_preT_tot,2.73253798484802
Indonesia,IDN,2015,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q3_preT_tot,10.7887392044067
Indonesia,IDN,2019,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q3_rur,4.31740713119507
Indonesia,IDN,2018,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q3_rur,3.66243529319763
Indonesia,IDN,2017,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q3_rur,3.16757297515869
Indonesia,IDN,2015,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q3_rur,16.3770618438721
Indonesia,IDN,2011,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q3_rur,18.5777721405029
Indonesia,IDN,2019,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor,per_allsp.adq_q3_tot,3.91801190376282
Indonesia,IDN,2018,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor,per_allsp.adq_q3_tot,3.17398476600647
Indonesia,IDN,2017,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor,per_allsp.adq_q3_tot,2.85464119911194
Indonesia,IDN,2015,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor,per_allsp.adq_q3_tot,13.672945022583
Indonesia,IDN,2019,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q3_urb,4.14469575881958
Indonesia,IDN,2018,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q3_urb,2.74671483039856
Indonesia,IDN,2017,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q3_urb,2.5805995464325
Indonesia,IDN,2015,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q3_urb,10.7835311889648
Indonesia,IDN,2019,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q4_preT_tot,2.65291619300842
Indonesia,IDN,2018,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q4_preT_tot,2.23946809768677
Indonesia,IDN,2017,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q4_preT_tot,1.99080574512482
Indonesia,IDN,2015,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.adq_q4_preT_tot,7.82183027267456
Indonesia,IDN,2019,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q4_rur,3.23255491256714
Indonesia,IDN,2018,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q4_rur,2.65101671218872
Indonesia,IDN,2017,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q4_rur,2.3982036113739
Indonesia,IDN,2015,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q4_rur,12.6117868423462
Indonesia,IDN,2011,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.adq_q4_rur,11.1573734283447
Indonesia,IDN,2019,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor,per_allsp.adq_q4_tot,3.09288477897644
Indonesia,IDN,2018,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor,per_allsp.adq_q4_tot,2.35709834098816
Indonesia,IDN,2017,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor,per_allsp.adq_q4_tot,2.07920527458191
Indonesia,IDN,2015,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor,per_allsp.adq_q4_tot,9.81801509857178
Indonesia,IDN,2019,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q4_urb,2.88345241546631
Indonesia,IDN,2018,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q4_urb,2.05067205429077
Indonesia,IDN,2017,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q4_urb,1.79662382602692
Indonesia,IDN,2015,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.adq_q4_urb,7.55221509933472
Indonesia,IDN,2019,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.adq_q5_preT_tot,1.79937922954559
Indonesia,IDN,2018,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.adq_q5_preT_tot,1.39280557632446
Indonesia,IDN,2017,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.adq_q5_preT_tot,1.18953633308411
Indonesia,IDN,2015,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.adq_q5_preT_tot,4.51057577133179
Indonesia,IDN,2019,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q5_rur,2.26034760475159
Indonesia,IDN,2018,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q5_rur,1.83115315437317
Indonesia,IDN,2017,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q5_rur,1.62950503826141
Indonesia,IDN,2015,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q5_rur,7.97288990020752
Indonesia,IDN,2011,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.adq_q5_rur,6.36223649978638
Indonesia,IDN,2019,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.adq_q5_tot,2.08886480331421
Indonesia,IDN,2018,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.adq_q5_tot,1.50462365150452
Indonesia,IDN,2017,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.adq_q5_tot,1.23752725124359
Indonesia,IDN,2015,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor,per_allsp.adq_q5_tot,5.90610694885254
Indonesia,IDN,2019,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q5_urb,2.05872440338135
Indonesia,IDN,2018,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q5_urb,1.20655918121338
Indonesia,IDN,2017,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q5_urb,1.0516664981842
Indonesia,IDN,2015,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -urban,per_allsp.adq_q5_urb,4.37501430511475
Indonesia,IDN,2019,Average per capita transfer held by extreme poor (<$1.9 a day) -All Social Protection and Labor  (preT),per_allsp.avt_ep_preT_tot,0.202110454440117
Indonesia,IDN,2018,Average per capita transfer held by extreme poor (<$1.9 a day) -All Social Protection and Labor  (preT),per_allsp.avt_ep_preT_tot,0.0727342888712883
Indonesia,IDN,2017,Average per capita transfer held by extreme poor (<$1.9 a day) -All Social Protection and Labor  (preT),per_allsp.avt_ep_preT_tot,0.0433893799781799
Indonesia,IDN,2015,Average per capita transfer held by extreme poor (<$1.9 a day) -All Social Protection and Labor  (preT),per_allsp.avt_ep_preT_tot,0.478403717279434
Indonesia,IDN,2019,Average per capita transfer held by extreme poor (<$1.9 a day) -All Social Protection and Labor,per_allsp.avt_ep_tot,0.0806829780340195
Indonesia,IDN,2018,Average per capita transfer held by extreme poor (<$1.9 a day) -All Social Protection and Labor,per_allsp.avt_ep_tot,0.0503907352685928
Indonesia,IDN,2017,Average per capita transfer held by extreme poor (<$1.9 a day) -All Social Protection and Labor,per_allsp.avt_ep_tot,0.0336217992007732
Indonesia,IDN,2015,Average per capita transfer held by extreme poor (<$1.9 a day) -All Social Protection and Labor,per_allsp.avt_ep_tot,0.319766193628311
Indonesia,IDN,2019,Average per capita transfer -All Social Protection and Labor (preT),per_allsp.avt_pop_preT_tot,0.0624006129801273
Indonesia,IDN,2018,Average per capita transfer -All Social Protection and Labor (preT),per_allsp.avt_pop_preT_tot,0.0426227673888206
Indonesia,IDN,2017,Average per capita transfer -All Social Protection and Labor (preT),per_allsp.avt_pop_preT_tot,0.0275415852665901
Indonesia,IDN,2015,Average per capita transfer -All Social Protection and Labor (preT),per_allsp.avt_pop_preT_tot,0.228523999452591
Indonesia,IDN,2019,Average per capita transfer -All Social Protection and Labor -rural,per_allsp.avt_pop_rur,0.0683040246367455
Indonesia,IDN,2018,Average per capita transfer -All Social Protection and Labor -rural,per_allsp.avt_pop_rur,0.0483857393264771
Indonesia,IDN,2017,Average per capita transfer -All Social Protection and Labor -rural,per_allsp.avt_pop_rur,0.0288942120969296
Indonesia,IDN,2015,Average per capita transfer -All Social Protection and Labor -rural,per_allsp.avt_pop_rur,0.259511500597
Indonesia,IDN,2011,Average per capita transfer -All Social Protection and Labor -rural,per_allsp.avt_pop_rur,0.920705437660217
Indonesia,IDN,2019,Average per capita transfer -All Social Protection and Labor,per_allsp.avt_pop_tot,0.0624006129801273
Indonesia,IDN,2018,Average per capita transfer -All Social Protection and Labor,per_allsp.avt_pop_tot,0.0426227673888206
Indonesia,IDN,2017,Average per capita transfer -All Social Protection and Labor,per_allsp.avt_pop_tot,0.0275415852665901
Indonesia,IDN,2015,Average per capita transfer -All Social Protection and Labor,per_allsp.avt_pop_tot,0.228523999452591
Indonesia,IDN,2019,Average per capita transfer -All Social Protection and Labor -urban,per_allsp.avt_pop_urb,0.0562045872211456
Indonesia,IDN,2018,Average per capita transfer -All Social Protection and Labor -urban,per_allsp.avt_pop_urb,0.035919826477766
Indonesia,IDN,2017,Average per capita transfer -All Social Protection and Labor -urban,per_allsp.avt_pop_urb,0.0259176101535559
Indonesia,IDN,2015,Average per capita transfer -All Social Protection and Labor -urban,per_allsp.avt_pop_urb,0.186188265681267
Indonesia,IDN,2019,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor (preT),per_allsp.avt_q1_preT_tot,0.0964018702507019
Indonesia,IDN,2018,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor (preT),per_allsp.avt_q1_preT_tot,0.0591567419469357
Indonesia,IDN,2017,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor (preT),per_allsp.avt_q1_preT_tot,0.0383440218865871
Indonesia,IDN,2015,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor (preT),per_allsp.avt_q1_preT_tot,0.415992945432663
Indonesia,IDN,2019,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.0758635848760605
Indonesia,IDN,2018,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.054901409894228
Indonesia,IDN,2017,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.0335848741233349
Indonesia,IDN,2015,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.31886425614357
Indonesia,IDN,2011,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -rural,per_allsp.avt_q1_rur,0.719862043857574
Indonesia,IDN,2019,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor,per_allsp.avt_q1_tot,0.0738609582185745
Indonesia,IDN,2018,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor,per_allsp.avt_q1_tot,0.0521185919642448
Indonesia,IDN,2017,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor,per_allsp.avt_q1_tot,0.0345150977373123
Indonesia,IDN,2015,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor,per_allsp.avt_q1_tot,0.302121877670288
Indonesia,IDN,2019,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -urban,per_allsp.avt_q1_urb,0.0734009519219399
Indonesia,IDN,2018,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -urban,per_allsp.avt_q1_urb,0.0488373786211014
Indonesia,IDN,2017,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -urban,per_allsp.avt_q1_urb,0.034613348543644
Indonesia,IDN,2015,Average per capita transfer held by 1st quintile (poorest) -All Social Protection and Labor -urban,per_allsp.avt_q1_urb,0.262654364109039
Indonesia,IDN,2019,Average per capita transfer held by 2nd quintile -All Social Protection and Labor (preT),per_allsp.avt_q2_preT_tot,0.0681490823626518
Indonesia,IDN,2018,Average per capita transfer held by 2nd quintile -All Social Protection and Labor (preT),per_allsp.avt_q2_preT_tot,0.0502314493060112
Indonesia,IDN,2017,Average per capita transfer held by 2nd quintile -All Social Protection and Labor (preT),per_allsp.avt_q2_preT_tot,0.0314145609736443
Indonesia,IDN,2015,Average per capita transfer held by 2nd quintile -All Social Protection and Labor (preT),per_allsp.avt_q2_preT_tot,0.217815712094307
Indonesia,IDN,2019,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.0740182176232338
Indonesia,IDN,2018,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.0553314909338951
Indonesia,IDN,2017,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.0336158201098442
Indonesia,IDN,2015,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.293893843889236
Indonesia,IDN,2011,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -rural,per_allsp.avt_q2_rur,0.896584093570709
Indonesia,IDN,2019,Average per capita transfer held by 2nd quintile -All Social Protection and Labor,per_allsp.avt_q2_tot,0.0760575085878372
Indonesia,IDN,2018,Average per capita transfer held by 2nd quintile -All Social Protection and Labor,per_allsp.avt_q2_tot,0.0520014688372612
Indonesia,IDN,2017,Average per capita transfer held by 2nd quintile -All Social Protection and Labor,per_allsp.avt_q2_tot,0.0324304327368736
Indonesia,IDN,2015,Average per capita transfer held by 2nd quintile -All Social Protection and Labor,per_allsp.avt_q2_tot,0.262606680393219
Indonesia,IDN,2019,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -urban,per_allsp.avt_q2_urb,0.0693872198462486
Indonesia,IDN,2018,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -urban,per_allsp.avt_q2_urb,0.0460653267800808
Indonesia,IDN,2017,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -urban,per_allsp.avt_q2_urb,0.03238869830966
Indonesia,IDN,2015,Average per capita transfer held by 2nd quintile -All Social Protection and Labor -urban,per_allsp.avt_q2_urb,0.221466511487961
Indonesia,IDN,2019,Average per capita transfer held by 3rd quintile -All Social Protection and Labor (preT),per_allsp.avt_q3_preT_tot,0.0620465278625488
Indonesia,IDN,2018,Average per capita transfer held by 3rd quintile -All Social Protection and Labor (preT),per_allsp.avt_q3_preT_tot,0.0425698943436146
Indonesia,IDN,2017,Average per capita transfer held by 3rd quintile -All Social Protection and Labor (preT),per_allsp.avt_q3_preT_tot,0.0273291002959013
Indonesia,IDN,2015,Average per capita transfer held by 3rd quintile -All Social Protection and Labor (preT),per_allsp.avt_q3_preT_tot,0.161296963691711
Indonesia,IDN,2019,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -rural,per_allsp.avt_q3_rur,0.0778397396206856
Indonesia,IDN,2018,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -rural,per_allsp.avt_q3_rur,0.0526256151497364
Indonesia,IDN,2017,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -rural,per_allsp.avt_q3_rur,0.0302451401948929
Indonesia,IDN,2015,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -rural,per_allsp.avt_q3_rur,0.264633595943451
Indonesia,IDN,2011,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -rural,per_allsp.avt_q3_rur,0.89204740524292
Indonesia,IDN,2019,Average per capita transfer held by 3rd quintile -All Social Protection and Labor,per_allsp.avt_q3_tot,0.0702196136116982
Indonesia,IDN,2018,Average per capita transfer held by 3rd quintile -All Social Protection and Labor,per_allsp.avt_q3_tot,0.0457594208419323
Indonesia,IDN,2017,Average per capita transfer held by 3rd quintile -All Social Protection and Labor,per_allsp.avt_q3_tot,0.0292011965066195
Indonesia,IDN,2015,Average per capita transfer held by 3rd quintile -All Social Protection and Labor,per_allsp.avt_q3_tot,0.226207092404366
Indonesia,IDN,2019,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -urban,per_allsp.avt_q3_urb,0.0703803971409798
Indonesia,IDN,2018,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -urban,per_allsp.avt_q3_urb,0.0375265255570412
Indonesia,IDN,2017,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -urban,per_allsp.avt_q3_urb,0.0270966701209545
Indonesia,IDN,2015,Average per capita transfer held by 3rd quintile -All Social Protection and Labor -urban,per_allsp.avt_q3_urb,0.170900270342827
Indonesia,IDN,2019,Average per capita transfer held by 4th quintile -All Social Protection and Labor (preT),per_allsp.avt_q4_preT_tot,0.0467689521610737
Indonesia,IDN,2018,Average per capita transfer held by 4th quintile -All Social Protection and Labor (preT),per_allsp.avt_q4_preT_tot,0.0331506580114365
Indonesia,IDN,2017,Average per capita transfer held by 4th quintile -All Social Protection and Labor (preT),per_allsp.avt_q4_preT_tot,0.021196098998189
Indonesia,IDN,2015,Average per capita transfer held by 4th quintile -All Social Protection and Labor (preT),per_allsp.avt_q4_preT_tot,0.118657059967518
Indonesia,IDN,2019,Average per capita transfer held by 4th quintile -All Social Protection and Labor -rural,per_allsp.avt_q4_rur,0.0636691972613335
Indonesia,IDN,2018,Average per capita transfer held by 4th quintile -All Social Protection and Labor -rural,per_allsp.avt_q4_rur,0.0440279766917229
Indonesia,IDN,2017,Average per capita transfer held by 4th quintile -All Social Protection and Labor -rural,per_allsp.avt_q4_rur,0.0258277654647827
Indonesia,IDN,2015,Average per capita transfer held by 4th quintile -All Social Protection and Labor -rural,per_allsp.avt_q4_rur,0.224425941705704
Indonesia,IDN,2011,Average per capita transfer held by 4th quintile -All Social Protection and Labor -rural,per_allsp.avt_q4_rur,0.900167226791382
Indonesia,IDN,2019,Average per capita transfer held by 4th quintile -All Social Protection and Labor,per_allsp.avt_q4_tot,0.0558292269706726
Indonesia,IDN,2018,Average per capita transfer held by 4th quintile -All Social Protection and Labor,per_allsp.avt_q4_tot,0.0359857678413391
Indonesia,IDN,2017,Average per capita transfer held by 4th quintile -All Social Protection and Labor,per_allsp.avt_q4_tot,0.0229129754006863
Indonesia,IDN,2015,Average per capita transfer held by 4th quintile -All Social Protection and Labor,per_allsp.avt_q4_tot,0.171563491225243
Indonesia,IDN,2019,Average per capita transfer held by 4th quintile -All Social Protection and Labor -urban,per_allsp.avt_q4_urb,0.0405346043407917
Indonesia,IDN,2018,Average per capita transfer held by 4th quintile -All Social Protection and Labor -urban,per_allsp.avt_q4_urb,0.0248093530535698
Indonesia,IDN,2017,Average per capita transfer held by 4th quintile -All Social Protection and Labor -urban,per_allsp.avt_q4_urb,0.0175549779087305
